pmid,title,query_families,keyword_domains,abstract_priority_score,manual_status,abstract_status
1431937,Stereoselective synthesis and antimalarial activity of alpha-artelinic acid from artemisinin.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
15381410,"Biosynthesis of the irregular monoterpene artemisia ketone, the sesquiterpene germacrene D and other isoprenoids in Tanacetum vulgare L. (Asteraceae).",terpene_essential_oil;diterpene_triterpene;biosynthesis_genes;safety,chemistry;genomics;safety,5,pending_manual_review,retrieved
16579958,Isoprenoid biosynthesis in Artemisia annua: cloning and heterologous expression of a germacrene A synthase from a glandular trichome cDNA library.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
16719805,"From artemisinin to new artemisinin antimalarials: biosynthesis, extraction, old and new derivatives, stereochemistry and medicinal chemistry requirements.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;safety,5,pending_manual_review,retrieved
16773335,Artemisinin: current state and perspectives for biotechnological production of an antimalarial drug.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
16787028,Chemical composition of the essential oils of serbian wild-growing Artemisia absinthium and Artemisia vulgaris.,terpene_essential_oil,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
16908191,Improved conditions for production of recombinant plant sesquiterpene synthases in Escherichia coli.,biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
17342606,"Artemisitene, a New Sesquiterpene Lactone Endoperoxide from Artemisia annua.",sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
18336574,Engineering triterpene production in Saccharomyces cerevisiae-beta-amyrin synthase from Artemisia annua.,terpene_essential_oil;diterpene_triterpene;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
18495659,The molecular cloning of artemisinic aldehyde Delta11(13) reductase and its role in glandular trichome-dependent biosynthesis of artemisinin in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
18564056,"Development of transgenic Artemisia annua (Chinese wormwood) plants with an enhanced content of artemisinin, an effective anti-malarial drug, by hairpin-RNA-mediated gene silencing.",terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
19066864,Development of a sensitive monoclonal antibody-based enzyme-linked immunosorbent assay for the antimalaria active ingredient artemisinin in the Chinese herb Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
19551612,Isolation and identification of novel genes involved in artemisinin production from flowers of Artemisia annua using suppression subtractive hybridization and metabolite analysis.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
19551613,Overexpression of the HMG-CoA reductase gene leads to enhanced artemisinin biosynthesis in transgenic Artemisia annua plants.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
19664791,Localization of enzymes of artemisinin biosynthesis to the apical cells of glandular secretory trichomes of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
19818120,Global characterization of Artemisia annua glandular trichome transcriptome using 454 pyrosequencing.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
19880398,"Isolation and characterization of AaWRKY1, an Artemisia annua transcription factor that regulates the amorpha-4,11-diene synthase gene, a key gene of artemisinin biosynthesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
19932496,Artemisinin biosynthesis in growing plants of Artemisia annua. A 13CO2 study.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
19941257,Senescent leaves of Artemisia annua are one of the most active organs for overexpression of artemisinin biosynthesis responsible genes upon burst of singlet oxygen.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
20050663,"Drying affects artemisinin, dihydroartemisinic acid, artemisinic acid, and the antioxidant capacity of Artemisia annua L. leaves.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
20621795,A glandular trichome-specific monoterpene alcohol dehydrogenase from Artemisia annua.,terpene_essential_oil;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
20943323,Effects of artemisinin and Artemisia extracts on Haemonchus contortus in gerbils (Meriones unguiculatus).,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
21267809,Chemotype-dependent metabolic response to methyl jasmonate elicitation in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
21341725,"Stereolability of dihydroartemisinin, an antimalarial drug: a comprehensive thermodynamic investigation. Part 1.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
21388533,Relative expression of genes of terpene metabolism in different tissues of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
21614500,Characterization of development and artemisinin biosynthesis in self-pollinated Artemisia annua plants.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
21655998,"Over-expression of HMG-CoA reductase and amorpha-4,11-diene synthase genes in Artemisia annua L. and its influence on artemisinin content.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
21710305,"Arsenic-induced changes in morphological, physiological, and biochemical attributes and artemisinin biosynthesis in Artemisia annua, an antimalarial plant.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,genomics;antiparasitic;safety,5,pending_manual_review,retrieved
22019553,UV-B and UV-C pre-treatments induce physiological changes and artemisinin biosynthesis in Artemisia annua L. - an antimalarial plant.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
22104293,The jasmonate-responsive AP2/ERF transcription factors AaERF1 and AaERF2 positively regulate artemisinin biosynthesis in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
22195571,Trichome isolation with and without fixation using laser microdissection and pressure catapulting followed by RNA amplification: expression of genes of terpene metabolism in apical and sub-apical trichome cells of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
22247290,"Production of amorphadiene in yeast, and its conversion to dihydroartemisinic acid, precursor to the antimalarial agent artemisinin.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
22565787,Functional expression and characterization of sesquiterpene synthases from Artemisia annua L. using transient expression system in Nicotiana benthamiana.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
22978232,Cytokinin and auxin effect on the terpenoid profile of the essential oil and morphological characteristics of shoot cultures of Artemisia alba.,terpene_essential_oil;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
22986092,First-time comparison of the in vitro antimalarial activity of Artemisia annua herbal tea and artemisinin.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
23351974,In vitro ovicidal and larvicidal activity of the essential oil of Artemisia lancea against Haemonchus contortus (Strongylida).,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
23573249,Differentially expressed genes during contrasting growth stages of Artemisia annua for artemisinin content.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
23638869,The metabolite chemotype of Nicotiana benthamiana transiently expressing artemisinin biosynthetic pathway genes is a function of CYP71AV1 type and relative gene dosage.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
23698765,Transcriptome analysis of Thapsia laciniata Rouy provides insights into terpenoid biosynthesis and diversity in Apiaceae.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
23744425,"Effects of sesquiterpene, flavonoid and coumarin types of compounds from Artemisia annua L. on production of mediators of angiogenesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
24213368,Antimalarial activity of Artemisia annua flavonoids from whole plants and cell cultures.,sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
24278301,Studies on the expression of sesquiterpene synthases using promoter-β-glucuronidase fusions in transgenic Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
24359620,Differential transcriptome analysis of glandular and filamentous trichomes in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
24367814,"Arsenic, chromium and NaCl induced artemisinin biosynthesis in Artemisia annua L.: a valuable antimalarial plant.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
24500733,Potential ecological roles of artemisinin produced by Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
24642483,Overexpression of allene oxide cyclase improves the biosynthesis of artemisinin in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
24914289,Stereo and region-selective biosynthesis of two new dihydroartemisinic acid glycosides by suspension-cultured cells of Artemisia annua.,biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
25022207,Natural sesquiterpene lactones induce programmed cell death in Trypanosoma cruzi: a new therapeutic target?,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
